neighbourhood_group,latitude,longitude,room_type,minimum_nights,availability_365
Brooklyn,40.63964,-73.94362,Shared room,1,365
Manhattan,40.71681,-73.99539,Entire home/apt,5,81
Brooklyn,40.6948,-73.92093,Private room,2,332
Manhattan,40.73193,-73.99931,Entire home/apt,2,64
Manhattan,40.76701,-73.98174,Entire home/apt,30,249
Queens,40.73859,-73.78891,Private room,3,365
Manhattan,40.72671,-73.97986,Entire home/apt,1,365
Manhattan,40.75445,-73.99707,Entire home/apt,2,252
Manhattan,40.82501,-73.95373,Private room,1,365
Manhattan,40.76945,-73.98798,Private room,2,74
Manhattan,40.75051,-73.98625,Private room,1,76
Manhattan,40.79584,-73.96242,Entire home/apt,30,200
Manhattan,40.713,-74.00991,Entire home/apt,30,193
Manhattan,40.75762,-73.98486,Entire home/apt,1,360
Brooklyn,40.64396,-73.96328,Private room,1,122
Brooklyn,40.69117,-73.95876,Private room,5,342
Queens,40.67072,-73.79534,Entire home/apt,1,281
Queens,40.6853,-73.76814,Private room,1,180
Manhattan,40.76382,-73.99498,Entire home/apt,30,365
Brooklyn,40.69342,-73.94322,Entire home/apt,15,211
Brooklyn,40.69395,-73.95232,Entire home/apt,3,255
Manhattan,40.82302,-73.94477,Entire home/apt,1,365
Manhattan,40.74927,-73.99227,Private room,1,324
Queens,40.71605,-73.85854,Private room,1,327
Manhattan,40.85502,-73.92763,Entire home/apt,5,286
Brooklyn,40.71047,-73.96311,Entire home/apt,2,262
Brooklyn,40.69845,-73.93591,Entire home/apt,1,349
Brooklyn,40.67498,-74.01169,Entire home/apt,3,6
Manhattan,40.72421,-73.99041,Private room,1,90
Manhattan,40.73485,-74.00637,Entire home/apt,5,87
Brooklyn,40.6844,-73.93138,Private room,1,112
Manhattan,40.72699,-74.0012,Entire home/apt,30,333
Brooklyn,40.67233,-73.93998,Entire home/apt,7,237
Manhattan,40.73705,-74.00966,Entire home/apt,1,344
Manhattan,40.74221,-73.9974,Entire home/apt,8,2
Manhattan,40.79895,-73.95949,Entire home/apt,30,209
Brooklyn,40.68068,-73.92874,Entire home/apt,3,274
Manhattan,40.70815,-74.00513,Private room,2,177
Brooklyn,40.68454,-73.93178,Entire home/apt,30,336
Brooklyn,40.66049,-73.96064,Shared room,1,245
Manhattan,40.773,-73.94759,Private room,8,77
Brooklyn,40.67305,-73.92279,Private room,7,44
Brooklyn,40.66058,-73.93383,Private room,30,347
Brooklyn,40.65447,-73.96122,Private room,1,188
Brooklyn,40.64773,-73.97499,Private room,1,21
Queens,40.76092,-73.82194,Entire home/apt,30,7
Bronx,40.86578,-73.86534,Entire home/apt,2,361
Brooklyn,40.69603,-73.92537,Entire home/apt,2,32
Brooklyn,40.68908,-73.96429,Entire home/apt,2,361
Manhattan,40.74105,-74.00401,Entire home/apt,4,280
Brooklyn,40.68238,-73.93795,Entire home/apt,3,206
Staten Island,40.64262,-74.08066,Private room,2,57
Manhattan,40.74673,-73.98305,Shared room,1,43
Brooklyn,40.70867,-73.94284,Entire home/apt,2,222
Manhattan,40.79879,-73.94202,Private room,2,36
Brooklyn,40.62886,-73.89225,Entire home/apt,1,154
Brooklyn,40.67606,-73.98251,Entire home/apt,3,232
Manhattan,40.77344,-73.95035,Entire home/apt,1,149
Bronx,40.81572,-73.84592,Private room,2,177
Brooklyn,40.70798,-73.95374,Entire home/apt,3,158
Queens,40.74603,-73.91458,Entire home/apt,1,331
Queens,40.68243,-73.82668,Entire home/apt,2,356
Manhattan,40.7823,-73.94736,Entire home/apt,1,338
Manhattan,40.71085,-74.0158,Entire home/apt,2,2
Bronx,40.83144,-73.82791,Private room,1,179
Queens,40.74466,-73.909,Private room,30,244
Brooklyn,40.71971,-73.94377,Private room,2,20
Brooklyn,40.71104,-73.96098,Entire home/apt,2,23
Brooklyn,40.68026,-74.00078,Entire home/apt,4,317
Brooklyn,40.63926,-73.96416,Entire home/apt,2,71
Brooklyn,40.6685,-73.95364,Private room,5,69
Brooklyn,40.70009,-73.94015,Private room,6,36
Manhattan,40.80139,-73.94042,Private room,5,65
Manhattan,40.76607,-73.9826,Entire home/apt,30,327
Manhattan,40.73877,-73.97707,Entire home/apt,4,181
Manhattan,40.72364,-73.99923,Shared room,1,82
Queens,40.72509,-73.89687,Entire home/apt,4,157
Brooklyn,40.7103,-73.96631,Entire home/apt,3,16
Brooklyn,40.71312,-73.9453,Entire home/apt,1,8
Manhattan,40.83583,-73.93847,Entire home/apt,3,116
Bronx,40.80993,-73.92613,Entire home/apt,2,284
Queens,40.76625,-73.87347,Private room,1,87
Manhattan,40.77166,-73.94665,Entire home/apt,2,4
Manhattan,40.78911,-73.97396,Entire home/apt,14,50
Brooklyn,40.72123,-73.95357,Entire home/apt,7,67
Brooklyn,40.69487,-73.95583,Entire home/apt,2,6
Manhattan,40.71786,-73.99518,Private room,3,134
Manhattan,40.74395,-73.99109,Entire home/apt,30,330
Manhattan,40.75957,-73.99535,Private room,3,5
Brooklyn,40.62961,-74.02616,Entire home/apt,2,161
Brooklyn,40.68863,-73.8706,Private room,30,193
Manhattan,40.8436,-73.9412,Entire home/apt,11,342
Queens,40.70746,-73.91118,Private room,5,192
Manhattan,40.78246,-73.98314,Entire home/apt,30,89
Manhattan,40.78428,-73.97665,Shared room,1,77
Manhattan,40.76218,-73.94897,Private room,1,104
Brooklyn,40.64895,-73.95758,Entire home/apt,4,365
Manhattan,40.7456,-74.00107,Private room,5,99
Brooklyn,40.6725,-73.93981,Entire home/apt,3,342
Manhattan,40.73807,-74.00468,Private room,4,26
Queens,40.71005,-73.91956,Private room,3,77
Brooklyn,40.70738,-73.95569,Private room,2,21
Brooklyn,40.67948,-73.96526,Entire home/apt,30,87
Brooklyn,40.61349,-73.94896,Private room,1,180
Brooklyn,40.69306,-73.96813,Private room,2,310
Manhattan,40.81323,-73.9422,Entire home/apt,1,53
Queens,40.7055,-73.9096,Private room,1,78
Manhattan,40.84002,-73.9385,Private room,2,249
Manhattan,40.7065,-74.00503,Private room,7,365
Manhattan,40.71958,-73.98741,Entire home/apt,30,152
Brooklyn,40.70688,-73.96745,Private room,1,215
Manhattan,40.76375,-73.98387,Entire home/apt,30,364
Manhattan,40.71716,-73.99716,Private room,1,39
Brooklyn,40.65627,-73.95936,Private room,3,98
Manhattan,40.72805,-73.98415,Private room,3,72
Manhattan,40.75571,-73.99647,Private room,2,331
Brooklyn,40.6792,-73.93071,Entire home/apt,2,180
Brooklyn,40.68168,-73.99291,Private room,1,150
Brooklyn,40.71338,-73.96833,Private room,1,100
Manhattan,40.80315,-73.94017,Private room,7,151
Brooklyn,40.70907,-73.96396,Private room,1,19
Manhattan,40.72843,-73.9999,Entire home/apt,60,126
Brooklyn,40.68341,-73.9606,Entire home/apt,1,323
Manhattan,40.78909,-73.94153,Entire home/apt,2,81
Manhattan,40.70748,-74.01042,Entire home/apt,2,254
Brooklyn,40.69386,-73.93256,Private room,4,325
Manhattan,40.73246,-74.00215,Entire home/apt,10,3
Brooklyn,40.63304,-74.02811,Private room,15,317
Brooklyn,40.68015,-73.90504,Entire home/apt,1,62
Manhattan,40.83367,-73.94298,Private room,3,270
Brooklyn,40.69297,-73.95952,Entire home/apt,7,14
Manhattan,40.82908,-73.94671,Private room,3,211
Brooklyn,40.63382,-73.90502,Entire home/apt,1,302
Queens,40.75554,-73.92127,Entire home/apt,2,48
Brooklyn,40.67,-73.95091,Entire home/apt,2,6
Queens,40.73857,-73.92563,Private room,1,25
Brooklyn,40.6881,-73.98699,Entire home/apt,6,89
Brooklyn,40.646,-73.90189,Private room,2,176
Brooklyn,40.72976,-73.95189,Entire home/apt,2,271
Brooklyn,40.65132,-73.9452,Private room,7,106
Brooklyn,40.66684,-73.99333,Private room,1,333
Manhattan,40.74545,-73.98113,Entire home/apt,29,143
Manhattan,40.72934,-74.00075,Entire home/apt,5,144
Manhattan,40.73125,-73.98344,Private room,2,231
Manhattan,40.80791,-73.947,Private room,2,365
Manhattan,40.74515,-73.9813,Private room,1,156
Bronx,40.81476,-73.80001,Entire home/apt,2,153
Brooklyn,40.67963,-73.97054,Private room,1,286
Queens,40.58927,-73.79514,Private room,2,67
Brooklyn,40.66499,-73.97925,Entire home/apt,2,216
Manhattan,40.75684,-73.99465,Private room,1,67
Bronx,40.87877,-73.85044,Private room,2,35
Manhattan,40.7627,-73.98837,Private room,3,172
Brooklyn,40.71679,-73.95644,Private room,1,89
Queens,40.74776,-73.92875,Private room,1,125
Brooklyn,40.66015,-73.94251,Private room,1,45
Brooklyn,40.69972,-73.91874,Private room,30,347
Brooklyn,40.66166,-73.94084,Private room,1,199
Brooklyn,40.65214,-73.95159,Private room,1,77
Queens,40.74525,-73.87627,Private room,2,2
Queens,40.76553,-73.91625,Entire home/apt,4,12
Brooklyn,40.6945,-73.93113,Private room,4,105
Manhattan,40.77148,-73.96111,Entire home/apt,30,157
Manhattan,40.79757,-73.96065,Entire home/apt,2,1
Brooklyn,40.71967,-73.9643,Entire home/apt,9,29
Manhattan,40.73331,-74.00471,Entire home/apt,4,273
Manhattan,40.81589,-73.94648,Entire home/apt,4,44
Brooklyn,40.70444,-73.92005,Private room,2,87
Brooklyn,40.70496,-73.93024,Private room,3,133
Manhattan,40.76432,-73.99396,Entire home/apt,4,343
Brooklyn,40.6781,-73.91163,Private room,2,192
Queens,40.76978,-73.73915,Entire home/apt,1,247
Manhattan,40.76089,-73.9862,Entire home/apt,29,342
Manhattan,40.72351,-73.99627,Entire home/apt,3,13
Queens,40.74152,-73.87633,Private room,1,49
Brooklyn,40.69707,-73.99632,Entire home/apt,30,6
Manhattan,40.77112,-73.96226,Entire home/apt,7,185
Brooklyn,40.6664,-73.99305,Entire home/apt,1,311
Manhattan,40.86107,-73.92959,Entire home/apt,26,58
Manhattan,40.77768,-73.94951,Private room,2,55
Manhattan,40.75491,-73.99644,Private room,1,155
Manhattan,40.80296,-73.94399,Private room,5,271
Manhattan,40.82078,-73.93771,Private room,4,42
Manhattan,40.82423,-73.95056,Private room,1,180
Brooklyn,40.64856,-73.96358,Private room,7,11
Brooklyn,40.69218,-73.93574,Entire home/apt,2,8
Brooklyn,40.67071,-73.9792,Entire home/apt,2,203
Manhattan,40.74553,-73.97302,Private room,6,25
Manhattan,40.71633,-74.00521,Entire home/apt,30,321
Brooklyn,40.68709,-73.95558,Entire home/apt,3,302
Brooklyn,40.5987,-73.96031,Entire home/apt,2,294
Brooklyn,40.68983,-73.96553,Private room,15,179
Bronx,40.88001,-73.8345,Private room,2,320
Manhattan,40.72383,-73.9829,Private room,3,173
Brooklyn,40.66322,-73.95142,Private room,2,52
Manhattan,40.71899,-73.98968,Private room,1,155
Queens,40.58954,-73.81361,Entire home/apt,1,67
Brooklyn,40.697,-73.93788,Private room,2,103
Brooklyn,40.68694,-73.97435,Entire home/apt,2,2
Manhattan,40.81184,-73.94488,Private room,3,157
Brooklyn,40.66064,-73.99888,Private room,1,250
Manhattan,40.81149,-73.94024,Entire home/apt,1,352
Queens,40.67091,-73.78204,Entire home/apt,3,51
Manhattan,40.77166,-73.95797,Private room,14,29
Brooklyn,40.70874,-73.95237,Private room,5,7
Brooklyn,40.66949,-73.92172,Private room,1,323
Manhattan,40.75916,-73.96023,Entire home/apt,30,292
Manhattan,40.7512,-73.97738,Entire home/apt,30,241
Brooklyn,40.68975,-73.96703,Private room,1,363
Brooklyn,40.67947,-73.98458,Entire home/apt,31,110
Manhattan,40.73186,-73.98761,Entire home/apt,90,322
Queens,40.70056,-73.9106,Private room,2,165
Brooklyn,40.63673,-73.94988,Entire home/apt,2,161
Manhattan,40.82943,-73.9469,Private room,2,65
Brooklyn,40.68749,-73.87261,Private room,30,114
Brooklyn,40.67219,-73.95461,Private room,30,339
Manhattan,40.72118,-73.99682,Private room,2,332
Brooklyn,40.66919,-73.92207,Private room,1,57
Manhattan,40.74261,-73.98102,Shared room,1,304
Manhattan,40.80111,-73.95221,Entire home/apt,2,92
Brooklyn,40.6923,-73.97123,Entire home/apt,3,292
Manhattan,40.73237,-73.98495,Entire home/apt,7,153
Manhattan,40.80064,-73.96778,Entire home/apt,14,34
Brooklyn,40.66892,-73.99136,Entire home/apt,3,134
Brooklyn,40.66079,-73.95693,Private room,3,76
Brooklyn,40.7164,-73.95437,Entire home/apt,4,17
Manhattan,40.76551,-73.9873,Entire home/apt,1,265
Manhattan,40.80581,-73.95,Private room,6,329
Queens,40.74513,-73.83139,Private room,1,76
Manhattan,40.72243,-73.99655,Private room,6,43
Manhattan,40.85867,-73.92844,Entire home/apt,2,83
Manhattan,40.71705,-73.99818,Shared room,1,354
Manhattan,40.76212,-73.96358,Entire home/apt,30,3
Manhattan,40.78923,-73.96802,Entire home/apt,30,30
Brooklyn,40.64676,-73.97403,Entire home/apt,13,37
Manhattan,40.80115,-73.96282,Private room,1,88
Queens,40.77697,-73.9082,Private room,2,364
Manhattan,40.81248,-73.9526,Private room,1,248
Manhattan,40.76113,-73.96092,Entire home/apt,30,362
Manhattan,40.78513,-73.95588,Entire home/apt,5,77
Manhattan,40.70864,-74.0051,Entire home/apt,30,338
Manhattan,40.74392,-74.00113,Entire home/apt,30,316
Brooklyn,40.69329,-73.93906,Private room,2,337
Manhattan,40.72981,-73.98638,Private room,30,310
Queens,40.70046,-73.74834,Entire home/apt,2,352
Manhattan,40.75972,-73.96021,Entire home/apt,30,364
Manhattan,40.82412,-73.93872,Private room,1,365
Manhattan,40.76067,-73.99771,Entire home/apt,29,302
Queens,40.75533,-73.93261,Entire home/apt,2,33
Brooklyn,40.68976,-73.96533,Entire home/apt,2,343
Manhattan,40.74628,-73.97899,Entire home/apt,2,27
Manhattan,40.72811,-73.99893,Private room,2,146
Manhattan,40.74771,-73.98873,Private room,1,88
Manhattan,40.74465,-73.99253,Entire home/apt,30,161
Brooklyn,40.73293,-73.95889,Entire home/apt,5,174
Staten Island,40.62743,-74.12261,Entire home/apt,2,340
Manhattan,40.81462,-73.95047,Entire home/apt,6,31
Manhattan,40.74828,-73.97917,Entire home/apt,5,340
Manhattan,40.72087,-73.97952,Private room,1,84
Manhattan,40.7441,-73.97683,Entire home/apt,30,213
Queens,40.7651,-73.81749,Entire home/apt,1,156
Manhattan,40.80317,-73.95559,Entire home/apt,1,85
Manhattan,40.77175,-73.95742,Entire home/apt,30,336
Brooklyn,40.68217,-73.8723,Shared room,1,2
Manhattan,40.73207,-74.01087,Entire home/apt,4,50
Staten Island,40.63573,-74.0772,Private room,2,316
Manhattan,40.78726,-73.96867,Entire home/apt,3,4
Brooklyn,40.7182,-73.95763,Entire home/apt,30,342
Brooklyn,40.62938,-74.02976,Private room,3,27
Manhattan,40.75457,-73.96248,Entire home/apt,30,364
Queens,40.74622,-73.78297,Private room,1,32
Queens,40.76112,-73.82327,Entire home/apt,30,244
Manhattan,40.81635,-73.94467,Entire home/apt,4,45
Queens,40.75023,-73.87896,Private room,30,269
Manhattan,40.77376,-73.95343,Entire home/apt,5,274
Queens,40.71576,-73.86268,Entire home/apt,2,230
Staten Island,40.57882,-74.09197,Private room,1,342
Brooklyn,40.67939,-73.99398,Entire home/apt,30,296
Brooklyn,40.68634,-73.97091,Entire home/apt,2,12
Manhattan,40.70747,-74.00663,Entire home/apt,1,143
Brooklyn,40.68089,-73.97965,Private room,1,108
Brooklyn,40.67406,-73.95234,Entire home/apt,2,365
Queens,40.68263,-73.7393,Entire home/apt,1,361
Manhattan,40.80421,-73.9502,Private room,3,236
Manhattan,40.70782,-74.01066,Entire home/apt,2,346
Manhattan,40.72038,-73.99818,Entire home/apt,2,41
Manhattan,40.81614,-73.94429,Private room,6,296
Bronx,40.83159,-73.83375,Private room,4,171
Brooklyn,40.70867,-73.94061,Private room,3,77
Bronx,40.88531,-73.90008,Private room,3,88
Brooklyn,40.655,-73.96109,Entire home/apt,3,19
Brooklyn,40.668,-73.98702,Private room,2,177
Bronx,40.87829,-73.83471,Entire home/apt,2,348
Manhattan,40.76093,-73.99924,Entire home/apt,30,333
Staten Island,40.59164,-74.08197,Private room,1,363
Brooklyn,40.71384,-73.94228,Private room,15,1
Brooklyn,40.66993,-73.97709,Entire home/apt,11,25
Manhattan,40.72725,-74.00128,Entire home/apt,2,267
Brooklyn,40.69258,-73.92528,Private room,2,280
Manhattan,40.74753,-74.00396,Entire home/apt,3,9
Queens,40.76797,-73.92858,Entire home/apt,7,143
Queens,40.67949,-73.79841,Private room,1,71
Manhattan,40.78348,-73.98383,Entire home/apt,2,1
Manhattan,40.78757,-73.95089,Private room,2,103
Brooklyn,40.68897,-73.98634,Entire home/apt,30,339
Manhattan,40.72555,-73.99283,Entire home/apt,1,75
Brooklyn,40.67396,-73.87905,Entire home/apt,2,62
Brooklyn,40.68552,-73.95328,Entire home/apt,30,221
Brooklyn,40.69835,-73.91644,Private room,2,18
Manhattan,40.73357,-74.00723,Entire home/apt,2,167
Queens,40.59746,-73.79688,Entire home/apt,3,327
Brooklyn,40.67252,-73.93918,Entire home/apt,2,267
Brooklyn,40.69593,-73.93503,Private room,2,171
Manhattan,40.77348,-73.94601,Private room,30,76
Queens,40.75615,-73.94121,Private room,1,365
Manhattan,40.81106,-73.94467,Entire home/apt,3,53
Manhattan,40.76128,-73.96236,Entire home/apt,30,306
Brooklyn,40.69075,-73.9677,Private room,1,365
Queens,40.73731,-73.9345,Private room,1,282
Queens,40.67651,-73.84815,Entire home/apt,1,155
Manhattan,40.74964,-73.99158,Entire home/apt,4,324
Manhattan,40.75993,-73.96342,Entire home/apt,4,242
Queens,40.74326,-73.88912,Private room,2,32
Manhattan,40.71823,-73.98537,Entire home/apt,5,26
Manhattan,40.7647,-73.97452,Private room,1,365
Brooklyn,40.69867,-73.91134,Entire home/apt,30,202
Manhattan,40.77469,-73.95181,Entire home/apt,3,350
Manhattan,40.7367,-73.98985,Entire home/apt,5,145
Manhattan,40.81369,-73.94996,Private room,1,125
Brooklyn,40.71603,-73.96426,Entire home/apt,4,1
Brooklyn,40.5974,-73.96211,Entire home/apt,2,133
Manhattan,40.80449,-73.95687,Private room,1,218
Queens,40.78569,-73.91522,Private room,3,244
Brooklyn,40.64568,-73.96256,Private room,3,105
Brooklyn,40.69438,-73.9712,Private room,12,44
Queens,40.7389,-73.92792,Private room,1,365
Bronx,40.84289,-73.92688,Private room,2,344
Brooklyn,40.7107,-73.95785,Private room,2,335
Manhattan,40.78012,-73.98279,Private room,1,59
Brooklyn,40.66509,-73.98325,Private room,31,119
Brooklyn,40.63716,-73.88654,Entire home/apt,2,340
Queens,40.753,-73.93485,Private room,1,319
Manhattan,40.79226,-73.93895,Private room,3,32
Manhattan,40.74098,-73.99744,Entire home/apt,29,334
Brooklyn,40.69723,-73.93769,Entire home/apt,3,13
Brooklyn,40.68839,-73.96018,Entire home/apt,1,65
Bronx,40.87021,-73.86095,Entire home/apt,2,329
Manhattan,40.77372,-73.95418,Private room,1,324
Brooklyn,40.69121,-73.92529,Entire home/apt,2,167
Manhattan,40.87665,-73.90855,Entire home/apt,3,317
Brooklyn,40.69049,-73.93014,Entire home/apt,2,272
Brooklyn,40.69451,-73.92213,Entire home/apt,4,26
Manhattan,40.76943,-73.9872,Private room,1,310
Manhattan,40.78737,-73.97293,Entire home/apt,3,110
Manhattan,40.79796,-73.93856,Private room,2,250
Manhattan,40.74699,-73.97659,Entire home/apt,3,49
Queens,40.75898,-73.81448,Private room,3,349
Manhattan,40.71906,-73.98836,Entire home/apt,3,188
Manhattan,40.75068,-73.99811,Entire home/apt,30,195
Manhattan,40.76769,-73.98649,Private room,2,39
Manhattan,40.76623,-73.99075,Shared room,1,337
Brooklyn,40.61637,-74.02943,Private room,10,329
Queens,40.75167,-73.89171,Private room,4,249
Brooklyn,40.72699,-73.9581,Entire home/apt,2,302
Manhattan,40.82609,-73.94948,Private room,1,180
Brooklyn,40.671,-73.94703,Entire home/apt,1,274
Manhattan,40.76927,-73.98477,Private room,3,1
Brooklyn,40.57541,-73.96028,Private room,2,50
Manhattan,40.76464,-73.99006,Shared room,1,205
Brooklyn,40.71122,-73.94893,Entire home/apt,2,77
Manhattan,40.78002,-73.95284,Entire home/apt,30,343
Queens,40.7032,-73.89571,Entire home/apt,4,146
Manhattan,40.73929,-73.99914,Entire home/apt,30,57
Brooklyn,40.70468,-73.91683,Private room,2,222
Manhattan,40.704,-74.00646,Private room,24,362
Brooklyn,40.70823,-73.94405,Private room,1,29
Manhattan,40.71839,-73.99834,Entire home/apt,3,170
Manhattan,40.71915,-73.99309,Entire home/apt,3,9
Brooklyn,40.69484,-73.94616,Private room,2,365
Manhattan,40.72664,-73.98661,Entire home/apt,2,14
Manhattan,40.71479,-74.00671,Entire home/apt,30,295
Brooklyn,40.69502,-73.9478,Entire home/apt,21,66
Queens,40.68641,-73.86635,Private room,3,357
Manhattan,40.80413,-73.96556,Private room,30,32
Queens,40.76435,-73.83211,Private room,1,365
Brooklyn,40.64601,-73.99765,Private room,1,280
Staten Island,40.63342,-74.08249,Private room,2,237
Manhattan,40.79945,-73.9346,Private room,3,40
Brooklyn,40.70496,-73.93122,Private room,2,179
Manhattan,40.74562,-73.98511,Entire home/apt,4,309
Queens,40.71962,-73.85,Private room,1,196
Manhattan,40.75911,-73.97011,Entire home/apt,2,120
Brooklyn,40.65619,-73.96151,Entire home/apt,9,234
Brooklyn,40.68321,-73.99681,Entire home/apt,2,230
Manhattan,40.85487,-73.92759,Private room,2,280
Brooklyn,40.67058,-73.9573,Private room,30,226
Manhattan,40.75689,-73.99315,Private room,1,126
Manhattan,40.75466,-73.98487,Private room,1,283
Queens,40.76799,-73.8795,Entire home/apt,1,316
Manhattan,40.79313,-73.93991,Entire home/apt,7,20
Brooklyn,40.6696,-73.93655,Entire home/apt,3,46
Queens,40.74627,-73.92027,Private room,30,216
Brooklyn,40.69414,-73.94073,Private room,3,65
Manhattan,40.77569,-73.95721,Entire home/apt,1,364
Brooklyn,40.6824,-73.94245,Private room,1,364
Brooklyn,40.68709,-73.92059,Private room,4,18
Manhattan,40.72103,-73.9804,Entire home/apt,3,140
Manhattan,40.75332,-73.99539,Entire home/apt,3,53
Brooklyn,40.70984,-73.95979,Entire home/apt,7,44
Manhattan,40.82673,-73.94633,Entire home/apt,30,32
Brooklyn,40.68448,-73.95854,Entire home/apt,3,365
Manhattan,40.73488,-73.98585,Entire home/apt,7,24
Brooklyn,40.67419,-73.95251,Private room,1,329
Brooklyn,40.65026,-73.96316,Private room,3,35
Manhattan,40.74311,-73.98675,Private room,1,362
Brooklyn,40.7254,-73.94136,Entire home/apt,30,336
Brooklyn,40.68652,-73.99966,Entire home/apt,4,107
Manhattan,40.76397,-73.99078,Entire home/apt,1,173
